Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 4434,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,737,3,1.0,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,5,3.5,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,31,4,0.8,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,32,24,0.5,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,701,25,2.7,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,724,11,0.6,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,724,16,0.4,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,724,17,0.5,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,724,21a,1.0,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,726,28,0.4,0,0,0,Atvejinis kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,726,29,0.9,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,726,30,1.0,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,726,31,1.4,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,18,0.6,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4437,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,19,1.4,0,0,0,Plynas kirtimas,2016-02-11,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,730,2,2.6,0,0,0,Atvejinis kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,736,5,1.4,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,736,9,1.0,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,742,2,1.0,0,0,0,Atvejinis kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,742,22,1.9,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,746,11b,1.9,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,746,4,0.3,0,0,0,Atvejinis kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,746,8,2.2,0,0,0,Atvejinis kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,747,14,0.7,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,751,2a,0.7,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 4439,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,751,3,1.2,0,0,0,Plynas kirtimas,2016-02-12,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,11,11a,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,7,14a,0.7,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,7,18d,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,1,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,6a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,7a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,9,3a,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8108,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,9,3c,0.9,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-22,2016-12-31
A - 8109,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,11,11b,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-29,2016-12-31
A - 8109,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,2,11a,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-29,2016-12-31
A - 8109,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,5,12a,0.9,0,0,0,Plynas sanitarinis kirtimas (PN),2016-06-29,2016-12-31
A - 8110,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,11,11c,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-13,2016-12-31
A - 8110,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,11,17a,0.3,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-13,2016-12-31
A - 8110,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,12,10a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-13,2016-12-31
A - 8110,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,13,8a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-13,2016-12-31
A - 8110,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,6h,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-13,2016-12-31
A - 8113,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,14b,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-22,2016-12-31
A - 8113,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,11a,0.3,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-22,2016-12-31
A - 8113,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,7d,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2016-07-22,2016-12-31
A - 8116,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,12,10b,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-17,2016-12-31
A - 8116,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,750,15c,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-17,2016-12-31
A - 8116,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,750,18c,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-17,2016-12-31
A - 8120,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,7b,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-26,2016-12-31
A - 8120,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,29,2a,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-26,2016-12-31
A - 8120,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,31,6a,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-08-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,13a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,13b,0.3,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,14c,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,14d,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,19a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,31,6b,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,31,6c,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2016-09-26,2016-12-31
A - 8125,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,34,10a,1.0,0,0,0,Plynas kirtimas,2016-09-26,2016-12-31
A - 8130,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,738,6,1.3,0,0,0,Plynas kirtimas,2016-11-22,2016-12-31
A - 22220,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,129,17,0.1,3368,0005,0242,Plynas kirtimas,2016-01-11,2016-12-31
A - 22229,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,346,14,0.1,3338,0004,0139,Plynas kirtimas,2016-01-18,2016-12-31
A - 22233,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,358,"15a,15b",2.1,3353,0007,0089,Plynas kirtimas,2016-01-19,2016-12-31
A - 26720,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,117,8,0.1,3350,0006,0040,Plynas kirtimas,2016-03-03,2016-12-31
A - 26726,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,751,"27,28,29a,29b,30",2.4,3368,0010,0018,Plynas kirtimas,2016-03-07,2016-12-31
A - 26729,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,352,"15,16",1.0,3353,0006,0148,Plynas kirtimas,2016-03-14,2016-12-31
A - 26733,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,354,1,0.5,3353,0006,0149,Plynas kirtimas,2016-03-17,2016-12-31
A - 26734,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,369,16,1.0,3338,0007,0053,Plynas kirtimas,2016-03-25,2016-12-31
A - 26734,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,370,"21,28",0.3,3338,0007,0053,Plynas kirtimas,2016-03-25,2016-12-31
A - 26736,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,352,"14,27",0.9,3353,0006,0149,Plynas kirtimas,2016-03-30,2016-12-31
A - 26742,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,346,22,0.1,3338,0004,0171,Plynas kirtimas,2016-04-04,2016-12-31
A - 26745,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,101,26,0.3,1101,0001,1190,Atrankinis kirtimas,2016-04-18,2016-12-31
A - 26746,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,751,"17a,23a,24a",3.5,3368,0010,0150,Atvejinis kirtimas,2016-04-27,2016-12-31
A - 26747,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,368,4,0.8,3338,0007,0058,Plynas kirtimas,2016-05-02,2016-12-31
A - 26801,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,366,"36,37",1.1,3338,0008,0200,Plynas kirtimas,2016-05-23,2016-12-31
A - 26810,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,352,6,0.5,3353,0006,0078,Plynas kirtimas,2016-06-29,2016-12-31
A - 26810,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,354,2a,0.4,3353,0006,0078,Atrankinis kirtimas,2016-06-29,2016-12-31
A - 26820,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,1a,0.2,3350,0002,0304,Atvejinis kirtimas,2016-07-04,2016-12-31
A - 26820,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,1b,0.1,3350,0002,0304,Atrankinis kirtimas,2016-07-04,2016-12-31
A - 26820,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,2a,0.4,3350,0002,0304,Plynas kirtimas,2016-07-04,2016-12-31
A - 26820,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,5b,0.1,3350,0002,0304,Plynas kirtimas,2016-07-04,2016-12-31
A - 26831,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,6b,0.3,3350,0002,0303,Atrankinis kirtimas,2016-07-15,2016-12-31
A - 26831,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,708,2a,0.6,3350,0002,0303,Plynas kirtimas,2016-07-15,2016-12-31
A - 26832,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,707,6a,0.2,3350,0002,0304,Atrankinis kirtimas,2016-07-15,2016-12-31
A - 26837,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,129,45,0.1,3368,0005,0190,Miško lydimo kirtimas (PN),2016-07-20,2016-12-31
A - 26838,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,129,8,0.3,3368,0005,0020,Miško lydimo kirtimas (PN),2016-07-20,2016-12-31
A - 26839,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,126,36,0.1,3350,0001,0104,Miško lydimo kirtimas (PN),2016-07-20,2016-12-31
A - 26841,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,120,"66,68,69",0.8,3350,0006,0160,Miško lydimo kirtimas (TN),2016-07-22,2016-12-31
A - 26902,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,712,19,0.3,3368,0005,0024,Miško lydimo kirtimas (PN),2016-07-28,2016-12-31
A - 26903,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,119,"82,80",0.3,3350,0002,0103,Miško lydimo kirtimas (PN),2016-07-28,2016-12-31
A - 26904,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,118,17a,0.4,3350,0005,0136,Miško lydimo kirtimas (PN),2016-07-28,2016-12-31
A - 26904,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,118,21c,0.2,3350,0005,0136,Miško lydimo kirtimas (PN),2016-07-28,2016-12-31
A - 26905,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,118,21a,0.1,3350,0005,0038,Miško lydimo kirtimas (PN),2016-07-28,2016-12-31
A - 26906,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,120,"60a,61a,62a,63a",1.2,3350,0006,0033,Miško lydimo kirtimas (TN),2016-07-29,2016-12-31
A - 26907,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,16a,0.1,3350,0006,0153,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26908,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,15a,0.1,3350,0006,0090,Miško lydimo kirtimas (TN),2016-07-29,2016-12-31
A - 26909,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,13a,0.1,3350,0006,0278,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26909,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,14a,0.5,3350,0006,0278,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26910,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,"9a,11a",0.2,3350,0006,0328,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26911,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,"7b,9b,10a",0.8,3350,0006,0007,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26914,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,122,2b,0.2,3368,0008,0005,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26915,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,122,2a,0.1,3368,0008,0066,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26916,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,122,2c,0.1,3368,0008,0023,Miško lydimo kirtimas (PN),2016-07-29,2016-12-31
A - 26921,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,140,15-19,3.7,3373,0009,0415,Atrankinis san.kirt.,2016-08-01,2016-12-31
A - 26921,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,140,"16,17,18,19",1.3,3373,0009,0415,Plynas sanitarinis kirtimas (TN),2016-08-01,2016-12-31
A - 26929,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,140,18,0.2,3373,0009,0016,Plynas sanitarinis kirtimas (TN),2016-08-22,2016-12-31
A - 26930,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,121,"7a,9c",0.3,3350,0006,0300,Miško lydimo kirtimas (PN),2016-08-22,2016-12-31
A - 26931,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,118,21b,0.3,3350,0005,0018,Miško lydimo kirtimas (PN),2016-08-22,2016-12-31
A - 26932,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,118,21d,0.1,3303,0002,0109,Miško lydimo kirtimas (PN),2016-08-22,2016-12-31
A - 26949,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,140,18,1.0,3373,0009,0281,Atrankinis san.kirt.,2016-09-06,2016-12-31
